,FirstInstanceStartLocation,FirstInstanceEndLocation,SecondInstanceStartLocation,SecondInstanceEndLocation,Length,Distance
tmp.log:424:Motif:,23854,24197,55353,55696,343,4.038809627
tmp.log:425:Motif:,217802,219219,232454,233870,1416,31.51657788
tmp.log:426:Motif:,46613,47269,177275,177924,649,7.887020021
tmp.log:427:Motif:,130519,131005,135453,135934,481,10.41257938
tmp.log:428:Motif:,176037,176888,210162,211030,851,17.4465242
tmp.log:429:Motif:,48847,49214,181248,181598,350,4.71400789
tmp.log:430:Motif:,163215,163698,171513,172002,483,6.661912846
tmp.log:431:Motif:,217205,217814,232178,232789,609,9.741346999
tmp.log:432:Motif:,176112,176809,187331,188024,693,14.16914212
tmp.log:433:Motif:,32331,32696,65808,66160,352,17.85853971
tmp.log:434:Motif:,185176,186097,220564,221519,921,17.55624512
tmp.log:435:Motif:,77741,78610,119689,120530,841,17.11676015
tmp.log:436:Motif:,117688,118145,126504,126954,450,11.090839
tmp.log:437:Motif:,151776,152615,222014,222839,825,9.578558181
tmp.log:438:Motif:,152270,152579,229565,229875,309,2.111588747
tmp.log:439:Motif:,151259,151709,233632,234098,450,5.641674073
tmp.log:440:Motif:,219156,219671,225163,225682,515,6.169258002
tmp.log:441:Motif:,186268,186586,211913,212227,314,6.771020429
tmp.log:442:Motif:,88477,88993,137414,137943,516,6.736632271
tmp.log:443:Motif:,181506,182114,187204,187815,608,10.28834028
tmp.log:444:Motif:,230925,231794,236177,237056,869,19.66443263
tmp.log:445:Motif:,167705,168346,214268,214917,641,6.162445232
tmp.log:446:Motif:,80893,81309,126417,126836,416,8.169202616
tmp.log:447:Motif:,159311,159620,183738,184048,309,4.584986935
tmp.log:448:Motif:,18057,18367,60777,61087,310,6.13014082
tmp.log:449:Motif:,83516,83890,132331,132705,374,4.679563687
tmp.log:450:Motif:,227320,228928,241509,243117,1608,29.48764408
tmp.log:451:Motif:,216929,218585,233560,235155,1595,48.02006136
tmp.log:452:Motif:,24254,24905,46628,47279,651,6.579830909
tmp.log:453:Motif:,113521,114499,129858,130834,976,22.36368254
tmp.log:454:Motif:,71416,71890,187054,187526,472,5.40388692
tmp.log:455:Motif:,23491,23938,46972,47422,447,6.826979444
tmp.log:456:Motif:,152091,152582,229386,229875,489,2.612669147
tmp.log:457:Motif:,183119,183543,184487,184908,421,4.532378381
tmp.log:458:Motif:,151183,152823,228474,230158,1640,30.66985314
tmp.log:459:Motif:,117642,118880,127777,128996,1219,16.92518653
tmp.log:460:Motif:,168827,169836,171279,172253,974,24.61511798
tmp.log:461:Motif:,117710,118240,127858,128375,517,13.00236486
tmp.log:462:Motif:,210307,210903,228540,229125,585,13.61390347
tmp.log:463:Motif:,112671,114500,240618,242480,1829,56.87473966
tmp.log:464:Motif:,13341,13733,165434,165877,392,17.25356246
tmp.log:465:Motif:,167699,168459,214263,215033,760,8.982584245
tmp.log:466:Motif:,236552,238167,241019,242636,1615,51.40500294
tmp.log:467:Motif:,151838,152580,225261,226007,742,7.980483219
tmp.log:468:Motif:,121804,122787,158764,159780,983,20.40670567
tmp.log:469:Motif:,217476,219380,224494,226415,1904,34.97513551
tmp.log:470:Motif:,151773,152712,222010,222956,939,10.48678962
tmp.log:471:Motif:,225739,226119,235856,236235,379,6.09431669
tmp.log:472:Motif:,54727,55587,174380,175256,860,27.94030545
tmp.log:473:Motif:,176699,177632,197819,198754,933,13.62442311
tmp.log:474:Motif:,190870,192226,196255,197645,1356,50.30226474
tmp.log:475:Motif:,188746,189220,194262,194734,472,6.288416827
tmp.log:476:Motif:,193388,194356,210864,211836,968,23.00800547
tmp.log:477:Motif:,172674,173167,188759,189260,493,7.867439388
tmp.log:478:Motif:,84167,84527,155331,155694,360,9.584981806
tmp.log:479:Motif:,182309,183264,229795,230736,941,24.338741
tmp.log:480:Motif:,216966,218689,231611,233352,1723,49.34049358
tmp.log:481:Motif:,176853,177193,186042,186381,339,3.322412055
tmp.log:482:Motif:,188716,189299,194233,194830,583,6.285939147
tmp.log:483:Motif:,174215,174846,239040,239695,631,19.99556373
tmp.log:484:Motif:,150684,152211,216467,217978,1511,24.5303028
tmp.log:485:Motif:,151953,153064,238680,239788,1108,40.51216102
tmp.log:486:Motif:,182810,183253,192984,193430,443,5.287495135
tmp.log:487:Motif:,91230,92063,123148,123949,801,15.95027842
tmp.log:488:Motif:,181525,182615,229003,230090,1087,18.14083006
tmp.log:489:Motif:,211756,212656,237745,238630,885,20.49852155
tmp.log:490:Motif:,95502,96542,130281,131292,1011,33.76907518
tmp.log:491:Motif:,120256,121036,129830,130603,773,12.7889593
tmp.log:492:Motif:,13248,13689,17418,17841,423,13.01251973
tmp.log:493:Motif:,150520,151408,216286,217190,888,22.7182536
tmp.log:494:Motif:,174865,175611,193769,194503,734,24.29439401
tmp.log:495:Motif:,178472,178809,188070,188408,337,4.421945443
tmp.log:496:Motif:,121708,122922,133810,135024,1214,29.16584901
tmp.log:497:Motif:,171501,172085,182268,182843,575,9.075484648
tmp.log:498:Motif:,122079,123011,133599,134521,922,13.49982542
tmp.log:499:Motif:,169722,170173,235387,235837,450,4.861145666
tmp.log:500:Motif:,193063,193449,197481,197847,366,5.201551683
tmp.log:501:Motif:,217213,217960,228388,229139,747,15.59112663
tmp.log:502:Motif:,36485,36853,170968,171336,368,4.270920561
tmp.log:503:Motif:,5498,5963,171610,172066,456,11.99678093
tmp.log:504:Motif:,43368,43838,177621,178085,464,4.484370313
tmp.log:505:Motif:,192784,194469,213097,214817,1685,53.22469094
tmp.log:506:Motif:,137372,137949,202912,203478,566,5.372680613
tmp.log:507:Motif:,163068,163748,171367,172060,680,11.62887809
tmp.log:508:Motif:,19679,19995,27420,27746,316,11.54111573
tmp.log:509:Motif:,223858,224990,225461,226599,1132,20.76809833
tmp.log:510:Motif:,159672,161264,228609,230188,1579,24.74587744
tmp.log:511:Motif:,229707,230079,233460,233831,371,5.086311601
tmp.log:512:Motif:,21913,22406,29816,30285,469,12.25321705
tmp.log:513:Motif:,184753,185100,200596,200940,344,3.681667565
tmp.log:514:Motif:,84869,85191,119494,119808,314,12.90941824
tmp.log:515:Motif:,80918,81617,117628,118336,699,8.916925533
tmp.log:516:Motif:,147267,148617,179673,181071,1350,48.57344698
tmp.log:517:Motif:,109208,110138,154249,155205,930,23.60336733
tmp.log:518:Motif:,177654,178944,243198,244523,1290,38.42053294
tmp.log:519:Motif:,214638,215529,216771,217645,874,19.35525908
tmp.log:520:Motif:,9480,9824,16456,16797,341,5.902373159
tmp.log:521:Motif:,157199,157560,189518,189880,361,0.869573834
tmp.log:522:Motif:,168332,169040,199671,200406,708,18.91606681
tmp.log:523:Motif:,176643,177655,237473,238453,980,21.96470723
tmp.log:524:Motif:,81084,81568,135601,136118,484,15.71361111
tmp.log:525:Motif:,168777,169439,180934,181597,662,10.68438944
tmp.log:526:Motif:,176856,177278,194493,194916,422,7.484762404
tmp.log:527:Motif:,229546,230150,233299,233897,598,5.572740893
tmp.log:528:Motif:,48896,49297,181294,181703,401,6.182955747
tmp.log:529:Motif:,38399,38750,239836,240176,340,8.617039291
tmp.log:530:Motif:,236142,237085,242141,243096,943,19.40845666
tmp.log:531:Motif:,202128,202819,227635,228361,691,11.76609635
tmp.log:532:Motif:,114348,115066,172905,173589,684,30.06854936
tmp.log:533:Motif:,180620,181565,214154,215101,945,15.26099279
tmp.log:534:Motif:,190653,191266,212066,212689,613,26.67424039
tmp.log:535:Motif:,241505,242429,243408,244303,895,25.2509759
tmp.log:536:Motif:,169488,170295,235156,235951,795,11.47135954
tmp.log:537:Motif:,28860,29190,129897,130228,330,7.872491846
tmp.log:538:Motif:,111136,111795,118184,118869,659,12.78945342
tmp.log:539:Motif:,170581,171259,201709,202396,678,11.9858121
tmp.log:540:Motif:,160460,161682,233147,234401,1222,23.0012052
tmp.log:541:Motif:,240985,241509,242898,243419,521,11.14190878
tmp.log:542:Motif:,80905,81313,107856,108268,408,7.678384133
tmp.log:543:Motif:,5419,5794,229777,230125,348,5.488769092
tmp.log:544:Motif:,184925,186140,220343,221565,1215,25.07682843
tmp.log:545:Motif:,181899,182421,183556,184077,521,3.32427949
tmp.log:546:Motif:,168172,168568,172201,172616,396,11.06743817
tmp.log:547:Motif:,200504,202462,241294,243224,1930,56.32679627
tmp.log:548:Motif:,169329,170050,223313,224029,716,14.42350202
tmp.log:549:Motif:,191111,191516,198124,198533,405,8.673523888
tmp.log:550:Motif:,184800,185314,209314,209819,505,11.36473674
tmp.log:551:Motif:,204943,205739,209072,209861,789,20.11971713
tmp.log:552:Motif:,142769,143140,148027,148394,367,2.538662203
tmp.log:553:Motif:,204045,205265,232930,234109,1179,24.09947247
tmp.log:554:Motif:,177736,178100,181589,181954,364,4.507197316
tmp.log:555:Motif:,167504,168388,180537,181421,884,8.998136574
tmp.log:556:Motif:,119780,120501,122118,122841,721,9.133920065
tmp.log:557:Motif:,65464,66251,131253,132038,785,29.46972663
tmp.log:558:Motif:,95550,96800,237388,238668,1250,47.66183368
tmp.log:559:Motif:,130281,131124,132216,133038,822,9.885332028
tmp.log:560:Motif:,192290,192663,198062,198430,368,5.405877668
tmp.log:561:Motif:,165846,166180,171402,171737,334,3.895566265
tmp.log:562:Motif:,180397,181225,197386,198221,828,11.84437698
tmp.log:563:Motif:,167725,168383,214288,214950,658,6.27570023
tmp.log:564:Motif:,132735,133318,135723,136297,574,13.17396628
tmp.log:565:Motif:,176417,177008,187608,188201,591,16.87045863
tmp.log:566:Motif:,214416,216076,223981,225635,1654,54.93520857
tmp.log:567:Motif:,34516,34833,191279,191595,316,7.530732235
tmp.log:568:Motif:,133409,134768,221140,222469,1329,42.52301502
tmp.log:569:Motif:,163890,165323,204001,205460,1433,24.39370322
tmp.log:570:Motif:,157443,158325,159395,160266,871,12.72411297
tmp.log:571:Motif:,168696,169907,171158,172353,1195,33.15590772
tmp.log:572:Motif:,100009,101066,207323,208346,1023,43.56748328
tmp.log:573:Motif:,236106,236658,242105,242648,543,12.90244812
tmp.log:574:Motif:,192611,194112,213292,214797,1501,32.39906025
tmp.log:575:Motif:,229680,230256,233435,234010,575,9.303252818
tmp.log:576:Motif:,189028,189449,198028,198448,420,6.549065129
tmp.log:577:Motif:,142667,143146,147919,148409,479,7.16923606
tmp.log:578:Motif:,11110,11537,173549,173970,421,17.66496137
tmp.log:579:Motif:,242066,242786,244352,245072,720,19.4708866
tmp.log:580:Motif:,171977,172885,211315,212258,908,35.24467229
tmp.log:581:Motif:,92062,92947,103309,104219,885,28.78647551
tmp.log:582:Motif:,163301,164489,232313,233468,1155,24.14051966
tmp.log:583:Motif:,172644,173464,223280,224055,775,9.364634272
tmp.log:584:Motif:,176576,177533,227647,228599,952,16.37345652
tmp.log:585:Motif:,189844,190171,235969,236297,327,8.607051352
tmp.log:586:Motif:,108708,109109,117862,118258,396,8.608671268
tmp.log:587:Motif:,188845,189894,193705,194756,1049,24.30066052
tmp.log:588:Motif:,117733,118640,127893,128804,907,25.40709984
tmp.log:589:Motif:,188133,188491,199069,199426,357,3.679332051
tmp.log:590:Motif:,214414,215667,216552,217768,1216,18.55834648
tmp.log:591:Motif:,154095,154807,205440,206197,712,32.50858858
tmp.log:592:Motif:,186169,186493,211814,212137,323,5.249053603
tmp.log:593:Motif:,162718,163449,181788,182522,731,11.43984067
tmp.log:594:Motif:,214326,215337,216467,217477,1010,16.26855123
tmp.log:595:Motif:,151683,152679,163739,164726,987,19.33634029
tmp.log:596:Motif:,10672,10992,49281,49601,320,9.632625379
tmp.log:597:Motif:,120725,121464,130281,131002,721,11.21968942
tmp.log:598:Motif:,167247,168538,200624,201883,1259,48.11581854
tmp.log:599:Motif:,214351,215510,216490,217645,1155,17.52349716
tmp.log:600:Motif:,166640,167614,215520,216488,968,27.74315399
tmp.log:601:Motif:,210731,211984,243428,244705,1253,29.92551333
tmp.log:602:Motif:,150184,151113,208902,209804,902,29.85290559
tmp.log:603:Motif:,181200,182328,201579,202681,1102,40.13422015
tmp.log:604:Motif:,188473,188895,189849,190273,422,17.5146832
tmp.log:605:Motif:,81282,81708,128125,128551,426,5.716758866
tmp.log:606:Motif:,38375,38801,40202,40622,420,5.336703261
tmp.log:607:Motif:,110633,111004,150128,150511,371,19.38022089
tmp.log:608:Motif:,205281,206053,209390,210184,772,20.66047213
tmp.log:609:Motif:,6237,7091,11341,12215,854,17.40328462
tmp.log:610:Motif:,152267,152586,229562,229882,319,2.072204572
tmp.log:611:Motif:,211806,212636,237780,238603,823,27.68142037
tmp.log:612:Motif:,167540,168253,180574,181287,713,9.515762371
tmp.log:613:Motif:,21474,22057,35612,36219,583,10.97656119
tmp.log:614:Motif:,160368,160764,225435,225831,396,3.502469209
tmp.log:615:Motif:,222002,223099,234754,235843,1089,23.76742391
tmp.log:616:Motif:,181275,181826,214812,215364,551,13.22304142
tmp.log:617:Motif:,229078,230481,232830,234234,1403,22.62777204
tmp.log:618:Motif:,39892,41089,142968,144162,1194,42.34021092
tmp.log:619:Motif:,229749,230685,233497,234435,936,18.69578681
tmp.log:620:Motif:,43375,43871,177626,178128,496,5.994243763
tmp.log:621:Motif:,119154,119977,123200,124026,823,15.60714678
tmp.log:622:Motif:,160238,160770,225304,225839,532,4.2044679
tmp.log:623:Motif:,132341,132720,147953,148339,379,4.842853033
tmp.log:624:Motif:,168740,169411,180902,181567,665,11.67292382
tmp.log:625:Motif:,208830,209507,212851,213521,670,15.03811697
tmp.log:626:Motif:,110902,111750,132794,133653,848,12.97368228
tmp.log:627:Motif:,35531,36135,40676,41200,524,10.52897598
tmp.log:628:Motif:,167182,168080,219205,220094,889,17.0696425
tmp.log:629:Motif:,205413,206183,209539,210314,770,16.54701484
tmp.log:630:Motif:,32355,32763,175160,175541,381,11.47925507
tmp.log:631:Motif:,59819,60177,168638,168996,358,1.856680125
tmp.log:632:Motif:,193842,194469,196029,196674,627,22.2532088
tmp.log:633:Motif:,229498,229916,233251,233668,417,2.799095501
tmp.log:634:Motif:,39776,40347,167279,167848,569,11.66128436
tmp.log:635:Motif:,109911,110725,120374,121176,802,14.18438564
tmp.log:636:Motif:,163425,164076,203840,204492,651,10.21650878
tmp.log:637:Motif:,81023,81334,107974,108285,311,7.688590371
tmp.log:638:Motif:,54496,55567,232534,233607,1071,28.75021689
tmp.log:639:Motif:,122132,122975,133058,133938,843,10.06273789
tmp.log:640:Motif:,168605,169742,185816,186947,1131,23.39260046
tmp.log:641:Motif:,52797,53636,200256,201085,829,29.47371523
tmp.log:642:Motif:,151523,152398,224944,225808,864,10.58727753
tmp.log:643:Motif:,159713,161500,228653,230461,1787,28.95379057
tmp.log:644:Motif:,107981,108327,126552,126896,344,8.625774918
tmp.log:645:Motif:,15342,15802,17486,17939,453,14.07485514
tmp.log:646:Motif:,170701,171412,201833,202536,703,12.95423872
tmp.log:647:Motif:,175839,176444,209960,210565,605,10.21356789
tmp.log:648:Motif:,151436,152364,159787,160715,928,12.28329432
tmp.log:649:Motif:,153836,154175,237692,238031,339,3.836242223
tmp.log:650:Motif:,188734,189148,194252,194667,414,5.482058132
tmp.log:651:Motif:,136955,137612,140683,141319,636,4.004498475
tmp.log:652:Motif:,107971,108282,126542,126853,311,8.090889993
tmp.log:653:Motif:,89071,89394,89569,89893,323,10.88172504
tmp.log:654:Motif:,186129,186672,211775,212306,531,7.878864977
tmp.log:655:Motif:,41175,41715,165027,165565,538,13.84385281
tmp.log:656:Motif:,168746,169322,204312,204887,575,5.500053579
tmp.log:657:Motif:,218022,219794,239875,241643,1768,55.8216881
tmp.log:658:Motif:,176117,176804,210237,210933,687,17.05824662
tmp.log:659:Motif:,118240,119180,128931,129889,940,20.20128302
tmp.log:660:Motif:,82530,83155,133359,133993,625,10.11467056
tmp.log:661:Motif:,122961,123932,133302,134295,971,20.24707817
tmp.log:662:Motif:,180553,181248,183256,183963,695,20.7155098
tmp.log:663:Motif:,73423,73791,244568,244945,368,9.930634313
tmp.log:664:Motif:,231922,233627,233856,235568,1705,28.79991465
tmp.log:665:Motif:,175535,176060,184682,185190,508,6.797996224
tmp.log:666:Motif:,23832,24142,55330,55640,310,3.893368871
tmp.log:667:Motif:,230551,231925,241742,243066,1324,49.89057363
tmp.log:668:Motif:,163275,164089,182336,183153,814,15.19646358
tmp.log:669:Motif:,92558,93284,130537,131283,726,15.64638159
tmp.log:670:Motif:,172555,172973,223191,223607,416,7.50211011
tmp.log:671:Motif:,205176,205944,238662,239444,768,14.18575578
tmp.log:672:Motif:,171271,171755,233273,233763,484,6.641854155
tmp.log:673:Motif:,169462,170428,235127,236118,966,11.45036749
tmp.log:674:Motif:,177696,178510,214408,215195,787,39.53168332
tmp.log:675:Motif:,121854,122502,133372,134020,648,8.521255468
tmp.log:676:Motif:,117536,118622,127690,128757,1067,22.14049469
tmp.log:677:Motif:,210157,210957,228382,229178,796,12.99438491
tmp.log:678:Motif:,80913,81396,117620,118107,483,7.846731895
tmp.log:679:Motif:,224494,226496,232148,234206,2002,37.42565069
tmp.log:680:Motif:,122945,123268,133870,134190,320,14.60995137
tmp.log:681:Motif:,209826,211085,215062,216297,1235,29.39353857
tmp.log:682:Motif:,41520,41983,238858,239331,463,9.033950957
tmp.log:683:Motif:,229481,230574,233233,234317,1084,14.30697835
tmp.log:684:Motif:,127463,128432,191795,192791,969,35.34084362
tmp.log:685:Motif:,150684,152086,216467,217876,1402,23.91075978
tmp.log:686:Motif:,199459,200332,209348,210203,855,26.06451632
tmp.log:687:Motif:,82988,83937,131813,132741,928,16.50131564
tmp.log:688:Motif:,219190,220279,230097,231200,1089,18.5997596
tmp.log:689:Motif:,170916,171536,210938,211556,618,10.94528712
tmp.log:690:Motif:,135890,136279,172618,173015,389,5.398487428
tmp.log:691:Motif:,182122,183492,192278,193660,1370,25.59109479
tmp.log:692:Motif:,175469,176209,177433,178178,740,10.26208307
tmp.log:693:Motif:,171420,171731,233420,233732,311,3.817598724
tmp.log:694:Motif:,43405,43960,177657,178213,555,6.403691296
tmp.log:695:Motif:,34649,35378,177630,178343,713,18.82614876
tmp.log:696:Motif:,142088,142965,220727,221626,877,16.21834433
tmp.log:697:Motif:,225315,225727,228551,228961,410,6.009576538
tmp.log:698:Motif:,191089,191431,192333,192674,341,6.850284359
tmp.log:699:Motif:,225056,226858,232708,234516,1802,35.86250029
tmp.log:700:Motif:,85029,86066,111585,112608,1023,22.76032346
tmp.log:701:Motif:,218227,218600,228484,228856,372,2.494872225
tmp.log:702:Motif:,72230,72715,126230,126712,482,5.815111817
tmp.log:703:Motif:,160611,161075,211325,211807,464,6.966970128
tmp.log:704:Motif:,72924,73692,199833,200613,768,22.00259354
tmp.log:705:Motif:,168044,168520,211397,211858,461,16.82988644
tmp.log:706:Motif:,36005,36377,111065,111434,369,7.928199261
tmp.log:707:Motif:,120696,121364,135176,135851,668,7.725863274
tmp.log:708:Motif:,105525,106204,147802,148523,679,21.29669349
tmp.log:709:Motif:,130498,131005,135425,135963,507,7.611478665
tmp.log:710:Motif:,200431,201422,237745,238777,991,32.1174815
tmp.log:711:Motif:,212935,214573,214942,216592,1638,38.09860783
tmp.log:712:Motif:,50674,51116,126837,127247,410,4.14630995
tmp.log:713:Motif:,149453,150440,151754,152720,966,15.2287588
tmp.log:714:Motif:,206727,207134,218496,218899,403,10.5979828
tmp.log:715:Motif:,222385,223331,235127,236075,946,18.94215841
tmp.log:716:Motif:,160226,160665,225292,225733,439,4.182935496
tmp.log:717:Motif:,40616,41153,209576,210106,530,10.14858512
tmp.log:718:Motif:,231996,233747,242652,244375,1723,54.66714045
tmp.log:719:Motif:,29349,29735,203151,203572,386,17.29261795
tmp.log:720:Motif:,151222,151873,233598,234247,649,12.3957176
tmp.log:721:Motif:,159619,160170,163332,163888,551,9.364802387
tmp.log:722:Motif:,168094,168406,168966,169277,311,3.585736299
tmp.log:723:Motif:,84653,86136,111192,112683,1483,27.55367797
tmp.log:724:Motif:,46631,47753,201797,202908,1111,28.50911667
tmp.log:725:Motif:,221891,223712,226461,228295,1821,58.81237403
tmp.log:726:Motif:,147391,148582,235176,236368,1191,38.10649698
tmp.log:727:Motif:,171743,172647,211065,211951,886,20.63193662
tmp.log:728:Motif:,117354,117902,186411,186995,548,19.38336646
tmp.log:729:Motif:,186514,187368,218510,219341,831,35.99998102
tmp.log:730:Motif:,121653,122959,133162,134479,1306,30.71080438
tmp.log:731:Motif:,222525,223393,235258,236176,868,26.25556334
